Price,Close,High,Low,Open,Volume
Ticker,ENI.MI,ENI.MI,ENI.MI,ENI.MI,ENI.MI
Date,,,,,
2020-03-11,5.568360328674316,5.897619772030456,5.542074827774799,5.775876989680786,46107925
2020-03-12,4.559830188751221,5.448000939706706,4.559830188751221,5.3809038395221105,72268624
2020-03-13,4.780488967895508,5.326257464875565,4.6317690125345665,4.785331328985213,64165438
2020-03-16,4.490658283233643,4.6877989032577725,4.330178902476591,4.664280415970793,55907331
2020-03-17,4.749361515045166,4.9250586337562385,4.428402476946486,4.670505016248583,48831140
2020-03-18,4.6303839683532715,4.896005256234111,4.613782864624717,4.6677371938792405,38847559
2020-03-19,4.81784200668335,4.8351347862479646,4.63453550878306,4.669121727589545,46721183
2020-03-20,5.044726371765137,5.049568402421686,4.789480770704467,4.91122386834082,57808116
2020-03-23,5.040576457977295,5.091072113478826,4.791556538502283,4.836518491312954,37050710
2020-03-24,5.793169021606445,5.793169021606445,5.214889725705512,5.257084658116935,47133635
2020-03-25,6.033888816833496,6.21788732827593,5.71500542849664,5.879635154778845,50061032
2020-03-26,6.025588512420654,6.042881292420514,5.81737985257799,5.89070232164812,27183619
2020-03-27,5.683877468109131,5.999994146086778,5.616780375772831,5.9501904928294085,27648236
2020-03-30,5.943965435028076,5.943965435028076,5.464602030982876,5.690795146660678,24877317
2020-03-31,6.3776750564575195,6.3776750564575195,6.019362754122224,6.052565632081769,41193788
2020-04-01,6.363839626312256,6.569972928948839,6.213044667606967,6.2254954156771,37482069
2020-04-02,6.805159091949463,6.991923629914945,6.571356923992314,6.571356923992314,45989573
2020-04-03,6.4503045082092285,6.803082721917685,6.413643607625741,6.77887256876308,25712232
2020-04-06,6.443387508392334,6.695866436639934,6.365915013785422,6.640528752012929,22904862
2020-04-07,6.521553039550781,6.7069342277561415,6.418486381604212,6.640529134316162,22303958
2020-04-08,6.429553508758545,6.48350785099084,6.350005668432541,6.3617644153335995,15443199
2020-04-09,6.4385457038879395,6.570664546024329,6.401884799880071,6.533311640571465,22767364
2020-04-14,6.341012001037598,6.626693105655406,6.233795334018954,6.619775731092359,20078922
2020-04-15,5.936356067657471,6.294668360863883,5.925980663317428,6.2752995760960815,27660059
2020-04-16,5.84781551361084,6.0712415885480295,5.784177112645014,6.013828561431984,19343250
2020-04-17,5.939814567565918,6.031121817059643,5.886552225253666,5.92874716210428,18845039
2020-04-20,5.833981037139893,5.931513657840087,5.675576698841945,5.919062909555719,18902300
2020-04-21,5.506105422973633,5.69563730775331,5.471519201863635,5.683877900221088,32421407
2020-04-22,5.774493217468262,5.802162062729486,5.464602216510278,5.530315641546023,22692728
2020-04-23,5.86026668548584,5.99653555735782,5.813229717832959,5.85127396508075,19700760
2020-04-24,5.706704139709473,5.927363535322277,5.666584549451341,5.706704139709473,18194010
2020-04-27,5.813230037689209,5.8222220989118005,5.689411907605259,5.800087286919809,14169520
2020-04-28,6.006910800933838,6.05256441914052,5.751665212045293,5.776567365524531,20026941
2020-04-29,6.195750713348389,6.214427493576476,6.031121017441997,6.0594818586247445,20941173
2020-04-30,6.027663230895996,6.3112690464023515,5.9723255429765745,6.227571172738659,24875896
2020-05-04,5.679727554321289,5.893469584082482,5.67972755432129,5.846431956570702,21694943
2020-05-05,6.008985996246338,6.059481643626031,5.828446212596939,5.879633861310487,18886649
2020-05-06,5.82637357711792,6.018672173658128,5.805621445929456,5.997228700569814,13901402
2020-05-07,5.918371200561523,5.97509223174898,5.826372607707091,5.848507419012395,12673839
2020-05-08,5.970250129699707,6.002761664164314,5.896927661064722,5.962641412093287,7473733
2020-05-11,5.970250129699707,6.032505192813373,5.903845036894522,6.024896475206953,10281465
2020-05-12,6.027663230895996,6.111361764236963,5.943273355770469,5.943273355770469,11944391
2020-05-13,5.896926403045654,6.0200531597752684,5.868566223677313,5.997226352148493,15500343
2020-05-14,5.889318466186523,5.954340210491824,5.7488989146720995,5.845740189409458,21118641
2020-05-15,5.893468856811523,6.022128995789202,5.847815237829857,5.994460155790531,17786611
2020-05-18,6.306520938873291,6.357515576334289,6.077776284531951,6.088703160977593,21938046
2020-05-19,6.107644081115723,6.377184593800161,6.049365088899648,6.366985804899367,20711134
2020-05-20,6.140425682067871,6.140425682067871,5.961946193742725,6.112014970565897,19442931
2020-05-21,5.989630222320557,6.130228331795468,5.959033850529204,6.112016404226473,13721639
2020-05-22,5.954662322998047,6.068306580939465,5.837375540729476,5.929894130210084,17312764
2020-05-25,6.017312526702881,6.037710106792932,5.928436463072772,6.037710106792932,8367806
2020-05-26,6.0275092124938965,6.117841420605602,5.972143974583388,6.082874450404406,17229941
2020-05-27,6.15572452545166,6.2598987665405215,6.011483909858236,6.02751087650431,26603211
2020-05-28,6.1863203048706055,6.222016758765757,6.0726767627284275,6.217645452487011,17043810
2020-05-29,5.917509078979492,6.141883135523032,5.917509078979492,6.126584951763728,33784448
2020-06-01,6.075591087341309,6.10400180192074,5.966317451500965,6.011483915437924,15493892
2020-06-02,6.389569282531738,6.427450698408043,6.1025449221583274,6.113472494148175,29863382
2020-06-03,6.555665493011475,6.610302667769189,6.4325512172671075,6.501757795817153,27173465
2020-06-04,6.530167579650879,6.614672332707934,6.443477867919394,6.527982620976448,19962248
2020-06-05,6.925007343292236,6.951233097476194,6.603744112444966,6.614671683706707,39009905
2020-06-08,7.040109634399414,7.162495813039421,6.9403073847167285,6.993486989908445,26360730
2020-06-09,6.830306053161621,7.10494601485938,6.745801289237574,7.0648789392230285,25962010
2020-06-10,6.723944664001465,6.9133517320765305,6.652553143202603,6.840503340714071,19576489
2020-06-11,6.251156806945801,6.5585787440678365,6.251156806945801,6.556393090734867,31060705
2020-06-12,6.255527496337891,6.435463875531389,6.09453182520373,6.192149106820188,23937648
2020-06-15,6.250428199768066,6.288309616481349,6.010755951314765,6.057378592124561,18320512
2020-06-16,6.509041786193848,6.656196144785972,6.353144814111821,6.410695721317524,25271147
2020-06-17,6.480629920959473,6.611029215589361,6.446391031072982,6.522882641068162,15018330
2020-06-18,6.436192035675049,6.505398595878535,6.34877355187397,6.447119606677816,20103144
2020-06-19,6.464602470397949,6.616128113717471,6.464602470397949,6.485000741009697,31511363
2020-06-22,6.4128804206848145,6.462417489735587,6.351686998541833,6.4369205199844775,11676680
2020-06-23,6.480629920959473,6.501027498360754,6.31016355943971,6.439105983503846,16418683
2020-06-24,6.171751499176025,6.510498589296472,6.171751499176025,6.450033941381916,17258285
2020-06-25,6.17830753326416,6.224930866119194,6.053736412834641,6.126584805944064,18316876
2020-06-26,6.117115497589111,6.348045840202886,6.117115497589111,6.227845317855212,13724772
2020-06-29,6.283209800720215,6.29267980689379,6.061020710087968,6.1054583892663405,13977920
2020-06-30,6.184863090515137,6.302878627115429,6.143339156877279,6.279566615985607,12515106
2020-07-01,6.17393684387207,6.250427759886654,6.068305737291494,6.222745134641267,14739055
2020-07-02,6.352417469024658,6.403411422076368,6.208176834900819,6.219832496349708,17528807
2020-07-03,6.318905353546143,6.366985554974116,6.251156357756013,6.353873025399346,7685494
2020-07-06,6.380098819732666,6.513411853722441,6.368442465880802,6.412880838617759,13541848
2020-07-07,6.425264358520508,6.442748193939944,6.289037588253114,6.318905170249338,14713642
2020-07-08,6.336389541625977,6.425264901995145,6.311620656896667,6.3669859088277825,12252249
2020-07-09,6.144068717956543,6.388112262083796,6.144068717956543,6.36115841882939,14287431
2020-07-10,6.1863203048706055,6.2191023229998095,6.0610204091453355,6.082875551058371,13021009
2020-07-13,6.308707237243652,6.333476123235544,6.212546824141734,6.26499833751029,11475010
2020-07-14,6.398311138153076,6.4099667979831905,6.257713048022577,6.279567497046592,13865345
2020-07-15,6.4369215965271,6.5032137289670064,6.399040179492742,6.441292208612401,16298192
2020-07-16,6.479901313781738,6.506855153939154,6.386654657642139,6.404866580365197,11518053
2020-07-17,6.420165061950684,6.493014145724913,6.377913037995456,6.479901616331306,11657323
2020-07-20,6.396853923797607,6.464602920553851,6.315991702539233,6.381555740828766,13831273
2020-07-21,6.5046706199646,6.511955668203277,6.394668892626157,6.447120406256105,18726960
2020-07-22,6.342945098876953,6.506126400481892,6.275924194740275,6.449304284274254,20136558
2020-07-23,6.265726089477539,6.373542157077197,6.230759110514092,6.359700844131125,15126826
2020-07-24,6.206718444824219,6.275924308528801,6.170293903814246,6.2285728915340695,12186484
2020-07-27,6.165194034576416,6.232943022577315,6.164465252021446,6.188505349971497,9553656
2020-07-28,6.175393581390381,6.2198312594614045,6.098901972283588,6.1783073224880445,10457237
2020-07-29,6.126585006713867,6.183407130361104,6.112015605510696,6.17539399443638,8853934
2020-07-30,5.6953206062316895,6.118572487590392,5.653797009665263,6.11201622165102,42886075
2020-07-31,5.493528366088867,5.7805526999142876,5.448362253767127,5.697505175220042,28473737
2020-08-03,5.488428592681885,5.536508790083247,5.349287394300961,5.508097732766974,21236933
2020-08-04,5.725188255310059,5.725188255310059,5.514655164716488,5.520482994614155,20414292
2020-08-05,5.8978400230407715,5.934993353256307,5.759427576324158,5.784196115764287,20768740
2020-08-06,5.785652160644531,5.879627257398925,5.730287259334874,5.849758979889971,14101535
2020-08-07,5.686577796936035,5.776181583884385,5.632669420875208,5.744856784425417,10480738
2020-08-10,5.81770658493042,5.8337335525861915,5.698234499734865,5.714989555391992,10540027
2020-08-11,6.005655288696289,6.053735484779019,5.855586524207049,5.855586524207049,15026407
2020-08-12,6.099631309509277,6.137512726184569,6.00565655053191,6.00565655053191,14389577
2020-08-13,6.006383895874023,6.117842478727024,6.0027413722509415,6.0610203607395645,10300206
2020-08-14,5.958304405212402,5.9867158149598385,5.878170960182485,5.980887637520757,11613990
2020-08-17,5.900753974914551,6.011483784250787,5.900753974914551,5.987443682154191,7615122
2020-08-18,5.867243766784668,5.980159240875518,5.79949441285611,5.8716150738312844,10701205
2020-08-19,5.921152114868164,5.921152114868164,5.808236294147024,5.857044938281494,8788589
2020-08-20,5.780552864074707,5.859957867364251,5.776910340311559,5.842474725937661,10852004
2020-08-21,5.735386371612549,5.806049452150878,5.66108042018152,5.795850664183907,10707357
2020-08-24,5.96704626083374,5.972145655511294,5.7550562956249065,5.761612560961702,13643660
2020-08-25,5.884727478027344,6.026054360638659,5.867972422439325,5.988172942510687,12744603
2020-08-26,5.900753974914551,5.925522164951419,5.8351899337892155,5.867971954351883,8103211
2020-08-27,5.81770658493042,5.9473771126983825,5.800951181903064,5.944463371212046,10386764
2020-08-28,5.800222873687744,5.854131260809548,5.754328317939741,5.842475599868218,8391516
2020-08-31,5.682207107543945,5.884726702882519,5.682207107543945,5.844659636556273,13465279
2020-09-01,5.664723873138428,5.763069592791759,5.572934419005246,5.719360345460253,13313757
2020-09-02,5.591874599456787,5.728101723405385,5.580218592847116,5.685849350764424,13449855
2020-09-03,5.606444835662842,5.723731263038427,5.591875086658977,5.592603522003637,14377952
2020-09-04,5.5692925453186035,5.664724534717397,5.538696172824289,5.5831338606956304,12910370
2020-09-07,5.662538528442383,5.665452617371448,5.537238609786618,5.583861948430236,10739658
2020-09-08,5.477501392364502,5.672736270973671,5.427235541763454,5.641411125328068,16362205
2020-09-09,5.5569071769714355,5.616643388529002,5.468031816004353,5.468031816004353,14226757
2020-09-10,5.555450439453125,5.6049875156915245,5.47458821237236,5.543066344078631,10680425
2020-09-11,5.535780906677246,5.571476666997526,5.477501915820355,5.508098281809167,9787284
2020-09-14,5.446176052093506,5.56710532435064,5.420679083783937,5.536508615009017,13254228
2020-09-15,5.54525089263916,5.54525089263916,5.401010295614487,5.456375194312055,12708706
2020-09-16,5.573662757873535,5.609358520996783,5.486244264723765,5.548894219551455,14588690
2020-09-17,5.532137870788574,5.5678339751746035,5.490614284700537,5.520482212644251,14070802
2020-09-18,5.382070064544678,5.54670825205691,5.382070064544678,5.529224762839181,27719311
2020-09-21,5.146587371826172,5.405027504813919,5.146587371826172,5.376147701127651,30166706
2020-09-22,5.225081443786621,5.3265318521178155,5.146586428588294,5.20064406657471,14091621
2020-09-23,5.130295276641846,5.2939494710131765,5.130295276641846,5.244334606542442,13089388
2020-09-24,5.044394493103027,5.1399211889079055,4.8370502251948,5.056242948846809,18239059
2020-09-25,4.953311920166016,5.12140888438582,4.937761151020059,5.094750473436404,14699907
2020-09-28,5.079940319061279,5.0873452961172125,4.985154070385177,5.00588878297406,14657338
2020-09-29,4.935539245605469,5.079939996639674,4.933317858561352,5.076237331793926,12628336
2020-09-30,4.952571392059326,5.0184771327380835,4.875557656618975,4.907399656861083,14303217
2020-10-01,4.785214900970459,5.010331719189631,4.783733976132551,4.983673306579334,19082752
2020-10-02,4.811131954193115,4.811131954193115,4.677838866458351,4.733377770716335,19653617
2020-10-05,4.9540510177612305,4.9540510177612305,4.828903730486095,4.887404479089607,17286695
2020-10-06,5.122889518737793,5.176206333939365,4.936279253110203,4.976267041064143,20397915
2020-10-07,4.983673572540283,5.094751062739771,4.948869365252936,5.067351833142733,20913523
2020-10-08,5.098452568054199,5.123630051441427,4.991077414578817,5.041432734458799,14497847
2020-10-09,5.081420421600342,5.173244452732201,5.068831503605083,5.124370411512641,15079971
2020-10-12,5.049578666687012,5.084383222565129,5.0118126144647865,5.079940095285062,11966129
2020-10-13,4.951089859008789,5.063648253809613,4.931836426141178,5.042913896292353,12142004
2020-10-14,4.959975719451904,4.985893664291411,4.8918482474976175,4.939241363580299,11888434
2020-10-15,4.752631187438965,4.922209042423265,4.727453353174929,4.902215149941322,22526523
2020-10-16,4.860005855560303,4.871113494857406,4.720048258615956,4.811872281132207,18650003
2020-10-19,4.877038478851318,4.9111022185721005,4.809651461757187,4.855563658353555,10722287
2020-10-20,4.8592658042907715,4.899994409959882,4.783733350846521,4.821499754121418,13550154
2020-10-21,4.694871425628662,4.8970321130039824,4.694871425628662,4.8970321130039824,18433101
2020-10-22,4.695611953735352,4.697092878371842,4.58527494688935,4.665991342372291,21558266
2020-10-23,4.771885871887207,4.835570588116926,4.706720583815402,4.714125914765133,16677880
2020-10-26,4.624521732330322,4.7378205751639095,4.608230503922607,4.650440029062982,16319523
2020-10-27,4.517147541046143,4.657845623782214,4.517147541046143,4.657105161452344,23055214
2020-10-28,4.357936859130859,4.4579063361959115,4.302397946889789,4.443096030219402,31886958
2020-10-29,4.382373332977295,4.472716082191489,4.240193989676902,4.412734403462123,34675762
2020-10-30,4.451241493225098,4.45272241778167,4.335720903279932,4.352012132718793,25252640
2020-11-02,4.711162567138672,4.711162567138672,4.3979244180451476,4.4430957959256885,25468165
2020-11-03,4.823720932006836,4.842974363970841,4.7504098687067104,4.773365965226606,26512308
2020-11-04,4.8851847648620605,4.901475997469571,4.686726358354757,4.709682458974205,24492534
2020-11-05,4.884443283081055,4.927392919456173,4.834087964711631,4.902215436824219,19042058
2020-11-06,4.844455718994141,4.920728991337174,4.79039808285485,4.850380124052178,17350583
2020-11-09,5.463526725769043,5.509438919803085,4.880000408997329,4.923690863007512,53343204
2020-11-10,5.685681343078613,5.73011225691475,5.409468791303175,5.491666105486958,40464119
2020-11-11,5.621997833251953,5.835266533837254,5.599782196480332,5.773803566357073,26707361
2020-11-12,5.641251087188721,5.681979341345655,5.519065971612363,5.5472056595888715,21507757
2020-11-13,5.672351837158203,5.700491521228481,5.542761762954067,5.559793453982599,18291814
2020-11-16,5.9004316329956055,5.994477413833539,5.729372470947651,5.761214823830268,34895730
2020-11-17,5.987812042236328,6.017432650715834,5.776024303191803,5.894506737109827,22589400
2020-11-18,6.0677876472473145,6.078894934105174,5.920424713195375,5.9744823416174055,22021249
2020-11-19,5.981147289276123,6.01965415392439,5.904874375389046,5.981147289276123,21499250
2020-11-20,6.016692638397217,6.067047608912029,5.976704846923362,5.9841101765843625,18401390
2020-11-23,6.168497562408447,6.201820835333989,6.089262099014647,6.089262099014647,22238040
2020-11-24,6.3832478523254395,6.471369578593361,6.258841000151764,6.269208178981979,34187641
2020-11-25,6.421754837036133,6.5372754371749275,6.343260178923019,6.4869204667528875,26805930
2020-11-26,6.33733606338501,6.442489489304237,6.306975340382059,6.427679535544266,16108115
2020-11-27,6.355108737945557,6.402501862388589,6.264765969650703,6.295127399653458,16882092
2020-11-30,6.148504734039307,6.351405537860723,6.148504734039307,6.274391805404263,26233361
2020-12-01,6.231443405151367,6.272172019592556,6.0803784657266835,6.146284216966368,15491548
2020-12-02,6.293644905090332,6.337335358449587,6.133693749976951,6.204783073781669,17981297
2020-12-03,6.258841037750244,6.292905129976363,6.18775171017156,6.267727291973967,14380498
2020-12-04,6.475072383880615,6.528389203848731,6.318082360938088,6.331412095588447,29683005
2020-12-07,6.4921040534973145,6.5209838504141535,6.386950632425187,6.479515134344393,17556959
2020-12-08,6.509135723114014,6.544680740308444,6.423976551147718,6.423976551147718,11631716
2020-12-09,6.5483832359313965,6.67130845583252,6.5246863230103145,6.581705805926366,23622611
2020-12-10,6.617249965667725,6.658718675148066,6.466925187590495,6.571337776622493,17858529
2020-12-11,6.522464752197266,6.6239155080910495,6.469888748056926,6.604662074810396,15756906
2020-12-14,6.426198959350586,6.64761311196588,6.401761934041687,6.5913337309608595,18310124
2020-12-15,6.480995178222656,6.498767684468902,6.349923827420356,6.381766175593962,12719126
2020-12-16,6.483957767486572,6.575782158172375,6.388431418270229,6.516540934728478,14863619
2020-12-17,6.4506354331970215,6.552826300201984,6.433603033520265,6.540237380862161,15501065
2020-12-18,6.383988857269287,6.493585053675388,6.368438088562341,6.419533168794689,20437042
2020-12-21,6.104814052581787,6.21959383158155,5.967077470328788,6.161092718962988,28208396
2020-12-22,6.190713882446289,6.190713882446289,6.057421474559475,6.081117682918111,13150428
2020-12-23,6.356588840484619,6.381025861941769,6.198118608716359,6.21292926715636,12593097
2020-12-28,6.365474700927734,6.44100750063956,6.355107523144839,6.412867816311409,8202365
2020-12-29,6.340298175811768,6.389912329581608,6.314380228885569,6.383247815545027,9593070
2020-12-30,6.329930305480957,6.388430706978624,6.319563127843117,6.3632535782343025,9077485
2021-01-04,6.25587797164917,6.483956569134011,6.218111928202139,6.371398547877802,19734004
2021-01-05,6.4876604080200195,6.4876604080200195,6.226258492893947,6.242550076454109,23420616
2021-01-06,6.700189113616943,6.746100603459527,6.5032113010948605,6.546161647793823,31163900
2021-01-07,6.715000152587891,6.770538721131968,6.604663124852561,6.76831768686228,19949919
2021-01-08,6.686859130859375,6.768316340990147,6.632061388775806,6.753505682344161,15549395
2021-01-11,6.648352146148682,6.697967004266272,6.529869703958029,6.632801378576988,13651927
2021-01-12,6.704630374908447,6.7831250147869175,6.648351012600239,6.686857870367862,17781380
2021-01-13,6.709074020385742,6.792752250644342,6.6883389604339945,6.729808374126533,16505278
2021-01-14,6.668346881866455,6.7527659459020635,6.638726269150453,6.664644217000566,17622586
2021-01-15,6.539496898651123,6.717220565347928,6.419532823351366,6.696486208187742,21824347
2021-01-18,6.558009624481201,6.58244664671238,6.435083697895419,6.463964200283768,8639442
2021-01-19,6.536534309387207,6.6054026006368725,6.508394623040747,6.556528557237455,9527202
2021-01-20,6.59133243560791,6.596516024618034,6.523945778476304,6.546161059060971,11788460
2021-01-21,6.418792247772217,6.62021210624286,6.418792247772217,6.612807483660133,15359794
2021-01-22,6.3254876136779785,6.357329965907929,6.221815824386648,6.347702896210249,19268162
2021-01-25,6.185530185699463,6.383248113200607,6.149985873776543,6.368438159785503,16264214
2021-01-26,6.315121173858643,6.3654761497237535,6.090745169736638,6.147764660520322,16653629
2021-01-27,6.329191207885742,6.363995414574565,6.2084870015906635,6.260323610059433,15315602
2021-01-28,6.329930305480957,6.360291023044198,6.1729410102128,6.263283759974265,15895158
2021-01-29,6.184790134429932,6.289943558886396,6.184790134429932,6.2307016260372015,15944415
2021-02-01,6.072231292724609,6.226999577713959,6.038908014943756,6.226999577713959,20238144
2021-02-02,6.154428958892822,6.1921957191212025,6.09444691431379,6.124068235062868,18082114
2021-02-03,6.2862396240234375,6.306973978536975,6.167757194682663,6.30179038990859,25670622
2021-02-04,6.346221446990967,6.39805804356319,6.278834789521429,6.304011919320701,20892231
2021-02-05,6.376583576202393,6.461002640865308,6.284019072500661,6.388431680134613,24353360
2021-02-08,6.42841911315918,6.469147718500165,6.349184348742436,6.427679003948517,26597496
2021-02-09,6.498027801513672,6.590592304134728,6.449894570883611,6.509135796064198,23026374
2021-02-10,6.549121856689453,6.559489033045253,6.446190202179201,6.5209821762348765,17182170
2021-02-11,6.499508857727051,6.568376440459838,6.443969596096387,6.560971111414277,13527705
2021-02-12,6.575041770935059,6.5750417709350595,6.3906535745447055,6.479515415497622,13454133
2021-02-15,6.755727767944336,6.786088489783864,6.640947982411164,6.657238860301751,26055946
2021-02-16,6.723145961761475,6.834223093278777,6.718702481022523,6.775721971623764,19045368
2021-02-17,6.7853474617004395,6.834221501176128,6.7157390668364,6.720181840329183,23412497
2021-02-18,6.736473560333252,6.897905633256892,6.697225882392795,6.834221641288622,21834325
2021-02-19,6.81126594543457,6.946039972344887,6.583187311886314,6.70240986481257,27905794
2021-02-22,6.928267002105713,6.960849460091818,6.786087655399846,6.8460696886714025,30794040
2021-02-23,6.978623390197754,7.078593230638404,6.867546260515587,7.007503895890264,25116819
2021-02-24,7.091920852661133,7.1000669968607815,6.949742211383409,6.995653696477763,19733036
2021-02-25,7.168194770812988,7.247429532782674,7.117839803810977,7.1326497558887185,25991256
2021-02-26,7.021573066711426,7.097105168660741,6.9371540042844275,7.034902095005752,25233091
2021-03-01,7.080074787139893,7.159310274773848,7.0408278042189005,7.1237652511228715,17170666
2021-03-02,7.02897834777832,7.043789008345464,6.934932913052689,6.980104297844612,18903579
2021-03-03,7.153384208679199,7.153384208679199,7.070446781022477,7.074889554842202,21529591
2021-03-04,7.313335418701172,7.3733167440720235,7.083775176116063,7.138573618932265,28778572
2021-03-05,7.4510722160339355,7.5532630796860705,7.318519925112619,7.3459187968506745,34549142
2021-03-08,7.538453102111816,7.612504278347091,7.471806549152307,7.58140274195561,26987693
2021-03-09,7.508833408355713,7.661379259652055,7.4525540273130195,7.539934948549462,21253778
2021-03-10,7.568073749542236,7.616947794448241,7.456995925348803,7.4806928385762825,15623569
2021-03-11,7.627313137054443,7.671743691066495,7.5517803477808485,7.61398340588209,18393771
2021-03-12,7.714696884155273,7.722102214636853,7.591770940521324,7.616948781674219,13868305
2021-03-15,7.652492046356201,7.797633255300323,7.608061481988031,7.753202690932154,14627711
2021-03-16,7.582883834838867,7.673227302918384,7.494021997658463,7.653973869552075,18914277
2021-03-17,7.627313137054443,7.64952841406047,7.523640667341452,7.5488184991696246,15995979
2021-03-18,7.655455112457275,7.732468849123772,7.597694809957402,7.701366604538352,23639662
2021-03-19,7.5340094566345215,7.605099488210821,7.4199704923678445,7.421451416990505,41296907
2021-03-22,7.51327657699585,7.534010938212698,7.425895651175577,7.526605607432049,12120985
2021-03-23,7.390349864959717,7.471807082709748,7.371097136856813,7.456996422678418,23213391
2021-03-24,7.587326526641846,7.605099033473236,7.3348101789836635,7.3681334527397615,20131423
2021-03-25,7.488097667694092,7.575477866609633,7.386646919900799,7.568073243793771,16047827
2021-03-26,7.576961040496826,7.6302778666846915,7.5354916132271645,7.55326412402685,17006015
2021-03-29,7.662859916687012,7.6673033972515,7.5088331459373885,7.532529354910822,16426043
2021-03-30,7.710252285003662,7.751721705958622,7.671745419538323,7.686556078353183,17034047
2021-03-31,7.770975589752197,7.893900816479672,7.742835901339479,7.790229023602419,20028228
2021-04-01,7.827252388000488,7.8613164733767364,7.770973730848658,7.807998958755902,15858721
